"titles" "years" "links" "rateCount" "rateValue"
"S³u¿¹ce " "(2011)" "/film/S%C5%82u%C5%BC%C4%85ce-2011-567127" " 267 375 ocen " "8,01"
"W pogoni za szczêœciem " "(2006)" "/film/W+pogoni+za+szcz%C4%99%C5%9Bciem-2006-240046" " 257 736 ocen " "8,00"
"Kasyno " "(1995)" "/film/Kasyno-1995-1029" " 152 833 oceny " "8,00"
"Pamiêtnik " "(2004)" "/film/Pami%C4%99tnik-2004-38887" " 353 226 ocen " "7,99"
"Pluton " "(1986)" "/film/Pluton-1986-1068" " 124 174 oceny " "7,98"
"Amadeusz " "(1984)" "/film/Amadeusz-1984-1286" " 115 393 oceny " "7,98"
"Mroczny Rycerz " "(2008)" "/film/Mroczny+Rycerz-2008-236351" " 491 194 oceny " "7,98"
"Gor¹czka " "(1995)" "/film/Gor%C4%85czka-1995-660" " 146 236 ocen " "7,97"
"W³adca Pierœcieni: Dru¿yna Pierœcienia " "(2001)" "/film/W%C5%82adca+Pier%C5%9Bcieni%3A+Dru%C5%BCyna+Pier%C5%9Bcienia-2001-1065" " 700 355 ocen " "7,97"
"Bogowie " "(2014)" "/film/Bogowie-2014-694378" " 328 314 ocen " "7,97"
"Infiltracja " "(2006)" "/film/Infiltracja-2006-136005" " 328 402 oceny " "7,96"
"Parasite " "(2019)" "/film/Parasite-2019-798143" " 124 948 ocen " "7,96"
"Bêkarty wojny " "(2009)" "/film/B%C4%99karty+wojny-2009-137747" " 552 920 ocen " "7,95"
"Avengers: Koniec gry " "(2019)" "/film/Avengers%3A+Koniec+gry-2019-790542" " 136 825 ocen " "7,94"
"Spirited Away: W krainie Bogów " "(2001)" "/film/Spirited+Away%3A+W+krainie+Bog%C3%B3w-2001-33288" " 123 170 ocen " "7,94"
"Mój przyjaciel Hachiko " "(2009)" "/film/M%C3%B3j+przyjaciel+Hachiko-2009-449935" " 173 631 ocen " "7,94"
"£owca jeleni " "(1978)" "/film/%C5%81owca+jeleni-1978-1045" " 122 194 oceny " "7,93"
"Siedem dusz " "(2008)" "/film/Siedem+dusz-2008-459974" " 471 806 ocen " "7,93"
"Przebudzenia " "(1990)" "/film/Przebudzenia-1990-1035" " 109 976 ocen " "7,93"
"Psychoza " "(1960)" "/film/Psychoza-1960-1321" " 131 409 ocen " "7,92"
"Bohemian Rhapsody " "(2018)" "/film/Bohemian+Rhapsody-2018-619201" " 180 909 ocen " "7,91"
"Miasto Boga " "(2002)" "/film/Miasto+Boga-2002-38377" " 166 174 oceny " "7,90"
"Przekrêt " "(2000)" "/film/Przekr%C4%99t-2000-1326" " 241 269 ocen " "7,90"
"Rain Man " "(1988)" "/film/Rain+Man-1988-1008" " 159 370 ocen " "7,90"
"Monty Python i Œwiêty Graal " "(1975)" "/film/Monty+Python+i+%C5%9Awi%C4%99ty+Graal-1975-1096" " 160 548 ocen " "7,88"
"Adwokat diab³a " "(1997)" "/film/Adwokat+diab%C5%82a-1997-2" " 410 355 ocen " "7,88"
"Ojciec chrzestny III " "(1990)" "/film/Ojciec+chrzestny+III-1990-1091" " 171 284 oceny " "7,88"
"Interstellar " "(2014)" "/film/Interstellar-2014-375629" " 349 699 ocen " "7,88"
"Wœciek³e psy " "(1992)" "/film/W%C5%9Bciek%C5%82e+psy-1992-11843" " 207 307 ocen " "7,88"
"Contratiempo " "(2016)" "/film/Contratiempo-2016-754287" " 113 867 ocen " "7,87"
"Full Metal Jacket " "(1987)" "/film/Full+Metal+Jacket-1987-8625" " 152 134 oceny " "7,87"
"Najlepszy " "(2017)" "/film/Najlepszy-2017-772700" " 91 116 ocen " "7,87"
"Gwiezdne wojny: Czêœæ IV - Nowa nadzieja " "(1977)" "/film/Gwiezdne+wojny%3A+Cz%C4%99%C5%9B%C4%87+IV+-+Nowa+nadzieja-1977-759" " 311 862 oceny " "7,87"
"Zwierzogród " "(2016)" "/film/Zwierzogr%C3%B3d-2016-703836" " 240 965 ocen " "7,86"
"Trzy billboardy za Ebbing, Missouri " "(2017)" "/film/Trzy+billboardy+za+Ebbing%2C+Missouri-2017-767406" " 193 322 oceny " "7,86"
"Cinema Paradiso " "(1988)" "/film/Cinema+Paradiso-1988-8228" " 69 117 ocen " "7,86"
"Mechaniczna pomarañcza " "(1971)" "/film/Mechaniczna+pomara%C5%84cza-1971-1275" " 201 944 oceny " "7,84"
"Wróg u bram " "(2001)" "/film/Wr%C3%B3g+u+bram-2001-5421" " 221 814 ocen " "7,84"
"Pan od muzyki " "(2004)" "/film/Pan+od+muzyki-2004-119514" " 102 884 oceny " "7,83"
"Spider-Man Uniwersum " "(2018)" "/film/Spider-Man+Uniwersum-2018-743233" " 61 153 oceny " "7,83"
"Przerwana lekcja muzyki " "(1999)" "/film/Przerwana+lekcja+muzyki-1999-882" " 226 109 ocen " "7,83"
"¯¹d³o " "(1973)" "/film/%C5%BB%C4%85d%C5%82o-1973-12137" " 68 746 ocen " "7,83"
"Z³ap mnie, jeœli potrafisz " "(2002)" "/film/Z%C5%82ap+mnie%2C+je%C5%9Bli+potrafisz-2002-32362" " 308 858 ocen " "7,83"
"Wszystko za ¿ycie " "(2007)" "/film/Wszystko+za+%C5%BCycie-2007-297829" " 248 677 ocen " "7,82"
"Koneser " "(2013)" "/film/Koneser-2013-624525" " 145 391 ocen " "7,82"
"Labirynt " "(2013)" "/film/Labirynt-2013-507169" " 238 387 ocen " "7,82"
"¯ywot Briana " "(1979)" "/film/%C5%BBywot+Briana-1979-1099" " 173 589 ocen " "7,82"
"Uœpieni " "(1996)" "/film/U%C5%9Bpieni-1996-616" " 138 561 ocen " "7,81"
"Jak wytresowaæ smoka " "(2010)" "/film/Jak+wytresowa%C4%87+smoka-2010-331014" " 287 217 ocen " "7,81"
"Requiem dla snu " "(2000)" "/film/Requiem+dla+snu-2000-9136" " 653 759 ocen " "7,81"
"Siedmiu samurajów " "(1954)" "/film/Siedmiu+samuraj%C3%B3w-1954-31369" " 70 373 oceny " "7,81"
"Filadelfia " "(1993)" "/film/Filadelfia-1993-1222" " 279 716 ocen " "7,81"
"Ksiê¿niczka Mononoke " "(1997)" "/film/Ksi%C4%99%C5%BCniczka+Mononoke-1997-971" " 75 761 ocen " "7,80"
"Ruchomy zamek Hauru " "(2004)" "/film/Ruchomy+zamek+Hauru-2004-128710" " 94 831 ocen " "7,80"
"Tylko nie mów nikomu " "(2019)" "/film/Tylko+nie+m%C3%B3w+nikomu-2019-830631" " 71 644 oceny " "7,80"
"¯ycie Carlita " "(1993)" "/film/%C5%BBycie+Carlita-1993-1094" " 93 411 ocen " "7,80"
"Cz³owiek w ogniu " "(2004)" "/film/Cz%C5%82owiek+w+ogniu-2004-107049" " 179 529 ocen " "7,79"
"Taksówkarz " "(1976)" "/film/Taks%C3%B3wkarz-1976-1046" " 208 191 ocen " "7,79"
"Jak rozpêta³em drug¹ wojnê œwiatow¹ " "(1969)" "/film/Jak+rozp%C4%99ta%C5%82em+drug%C4%85+wojn%C4%99+%C5%9Bwiatow%C4%85-1969-6531" " 267 043 oceny " "7,79"
"Obcy - 8. pasa¿er \"Nostromo\" " "(1979)" "/film/Obcy+-+8.+pasa%C5%BCer+%22Nostromo%22-1979-980" " 273 556 ocen " "7,79"
"Gra " "(1997)" "/film/Gra-1997-62" " 198 898 ocen " "7,79"
"Twój Vincent " "(2017)" "/film/Tw%C3%B3j+Vincent-2017-698207" " 67 047 ocen " "7,78"
"Szósty zmys³ " "(1999)" "/film/Sz%C3%B3sty+zmys%C5%82-1999-825" " 616 269 ocen " "7,78"
"Prawo zemsty " "(2009)" "/film/Prawo+zemsty-2009-475202" " 207 164 oceny " "7,78"
"Lœnienie " "(1980)" "/film/L%C5%9Bnienie-1980-1020" " 396 390 ocen " "7,77"
"Sami swoi " "(1967)" "/film/Sami+swoi-1967-1113" " 253 478 ocen " "7,77"
"Skrzypek na dachu " "(1971)" "/film/Skrzypek+na+dachu-1971-1301" " 63 081 ocen " "7,77"
"Ch³opaki nie p³acz¹ " "(2000)" "/film/Ch%C5%82opaki+nie+p%C5%82acz%C4%85-2000-843" " 410 280 ocen " "7,77"
"Sens ¿ycia wg Monty Pythona " "(1983)" "/film/Sens+%C5%BCycia+wg+Monty+Pythona-1983-1100" " 126 696 ocen " "7,77"
"Œciana " "(1982)" "/film/%C5%9Aciana-1982-8673" " 50 513 ocen " "7,77"
"Pokój " "(2015)" "/film/Pok%C3%B3j-2015-731541" " 181 958 ocen " "7,77"
"Shrek " "(2001)" "/film/Shrek-2001-9509" " 806 306 ocen " "7,76"
"Porachunki " "(1998)" "/film/Porachunki-1998-747" " 100 424 oceny " "7,76"
"Lêk pierwotny " "(1996)" "/film/L%C4%99k+pierwotny-1996-1067" " 116 230 ocen " "7,75"
"Stowarzyszenie Umar³ych Poetów " "(1989)" "/film/Stowarzyszenie+Umar%C5%82ych+Poet%C3%B3w-1989-1262" " 298 130 ocen " "7,75"
"Katedra " "(2002)" "/film/Katedra-2002-34773" " 167 213 ocen " "7,75"
"Blow " "(2001)" "/film/Blow-2001-4258" " 212 426 ocen " "7,75"
"Pó³ ¿artem, pó³ serio " "(1959)" "/film/P%C3%B3%C5%82+%C5%BCartem%2C+p%C3%B3%C5%82+serio-1959-30671" " 97 091 ocen " "7,75"
"Dzieñ œwira " "(2002)" "/film/Dzie%C5%84+%C5%9Bwira-2002-31413" " 596 352 oceny " "7,74"
"Seksmisja " "(1983)" "/film/Seksmisja-1983-1163" " 642 013 ocen " "7,74"
"Seksmisja " "(1983)" "/film/Seksmisja-1983-1163" " 642 013 ocen " "7,74"
"Przeminê³o z wiatrem " "(1939)" "/film/Przemin%C4%99%C5%82o+z+wiatrem-1939-1314" " 102 117 ocen " "7,74"
"Zaginiona dziewczyna " "(2014)" "/film/Zaginiona+dziewczyna-2014-695409" " 294 306 ocen " "7,74"
"Helikopter w ogniu " "(2001)" "/film/Helikopter+w+ogniu-2001-31419" " 301 248 ocen " "7,74"
"Pogorzelisko " "(2010)" "/film/Pogorzelisko-2010-512263" " 46 910 ocen " "7,74"
"Lektor " "(2008)" "/film/Lektor-2008-439584" " 195 089 ocen " "7,73"
"Przes³uchanie " "(1982)" "/film/Przes%C5%82uchanie-1982-1200" " 51 223 oceny " "7,73"
"Wyœcig " "(2013)" "/film/Wy%C5%9Bcig-2013-628262" " 151 658 ocen " "7,73"
"Miœ " "(1980)" "/film/Mi%C5%9B-1980-896" " 326 458 ocen " "7,73"
"Za kilka dolarów wiêcej " "(1965)" "/film/Za+kilka+dolar%C3%B3w+wi%C4%99cej-1965-37390" " 48 119 ocen " "7,73"
"Jak zostaæ królem " "(2010)" "/film/Jak+zosta%C4%87+kr%C3%B3lem-2010-539270" " 315 273 oceny " "7,73"
"Bez przebaczenia " "(1992)" "/film/Bez+przebaczenia-1992-1241" " 84 532 oceny " "7,73"
"Trainspotting " "(1996)" "/film/Trainspotting-1996-989" " 222 041 ocen " "7,73"
"American Gangster " "(2007)" "/film/American+Gangster-2007-130130" " 189 447 ocen " "7,72"
"Iluzjonista " "(2006)" "/film/Iluzjonista-2006-203657" " 283 999 ocen " "7,72"
"Mandarynki " "(2013)" "/film/Mandarynki-2013-694062" " 44 511 ocen " "7,72"
"Za wszelk¹ cenê " "(2004)" "/film/Za+wszelk%C4%85+cen%C4%99-2004-123697" " 268 508 ocen " "7,72"
"Wo³yñ " "(2016)" "/film/Wo%C5%82y%C5%84-2016-724694" " 142 233 oceny " "7,72"
"Piraci z Karaibów: Skrzynia umarlaka " "(2006)" "/film/Piraci+z+Karaib%C3%B3w%3A+Skrzynia+umarlaka-2006-107404" " 407 533 oceny " "7,72"
"Witaj w klubie " "(2013)" "/film/Witaj+w+klubie-2013-657859" " 174 340 ocen " "7,72"
"Piraci z Karaibów: Kl¹twa Czarnej Per³y " "(2003)" "/film/Piraci+z+Karaib%C3%B3w%3A+Kl%C4%85twa+Czarnej+Per%C5%82y-2003-37309" " 712 199 ocen " "7,71"
"Grobowiec œwietlików " "(1988)" "/film/Grobowiec+%C5%9Bwietlik%C3%B3w-1988-34655" " 45 623 oceny " "7,71"
"Œwiêci z Bostonu " "(1999)" "/film/%C5%9Awi%C4%99ci+z+Bostonu-1999-10213" " 162 009 ocen " "7,71"
"Co gryzie Gilberta Grape'a " "(1993)" "/film/Co+gryzie+Gilberta+Grape%27a-1993-1236" " 291 069 ocen " "7,71"
"Samsara " "(2011)" "/film/Samsara-2011-335332" " 34 164 oceny " "7,71"
"Sherlock Holmes " "(2009)" "/film/Sherlock+Holmes-2009-426062" " 432 636 ocen " "7,70"
"Ró¿a " "(2011)" "/film/R%C3%B3%C5%BCa-2011-564694" " 130 290 ocen " "7,70"
"Misja " "(1986)" "/film/Misja-1986-1037" " 56 605 ocen " "7,70"
"Casablanca " "(1942)" "/film/Casablanca-1942-905" " 88 755 ocen " "7,70"
"Harry Potter i Insygnia Œmierci: Czêœæ II " "(2011)" "/film/Harry+Potter+i+Insygnia+%C5%9Amierci%3A+Cz%C4%99%C5%9B%C4%87+II-2011-476021" " 331 063 oceny " "7,70"
"Kiler " "(1997)" "/film/Kiler-1997-529" " 435 583 oceny " "7,70"
"Grand Budapest Hotel " "(2014)" "/film/Grand+Budapest+Hotel-2014-661817" " 245 616 ocen " "7,70"
"Polowanie " "(2012)" "/film/Polowanie-2012-640318" " 111 420 ocen " "7,70"
"Symetria " "(2003)" "/film/Symetria-2003-103907" " 240 418 ocen " "7,70"
"Œniadanie u Tiffany'ego " "(1961)" "/film/%C5%9Aniadanie+u+Tiffany%27ego-1961-1318" " 148 471 ocen " "7,69"
"Absolwent " "(1967)" "/film/Absolwent-1967-1042" " 76 534 oceny " "7,69"
"Mroczny Rycerz powstaje " "(2012)" "/film/Mroczny+Rycerz+powstaje-2012-506756" " 291 772 oceny " "7,69"
"Wojownik " "(2011)" "/film/Wojownik-2011-499338" " 93 831 ocen " "7,69"
"Oszukana " "(2008)" "/film/Oszukana-2008-293878" " 176 773 oceny " "7,68"
"Edward No¿ycorêki " "(1990)" "/film/Edward+No%C5%BCycor%C4%99ki-1990-5355" " 388 630 ocen " "7,68"
"Klaus " "(2019)" "/film/Klaus-2019-743825" " 31 920 ocen " "7,68"
"Donnie Brasco " "(1997)" "/film/Donnie+Brasco-1997-516" " 122 902 oceny " "7,68"
"Bo¿e Cia³o " "(2019)" "/film/Bo%C5%BCe+Cia%C5%82o-2019-808863" " 122 447 ocen " "7,68"
"Wilk z Wall Street " "(2013)" "/film/Wilk+z+Wall+Street-2013-426597" " 431 468 ocen " "7,68"
"Krótki film o zabijaniu " "(1987)" "/film/Kr%C3%B3tki+film+o+zabijaniu-1987-1157" " 69 054 oceny " "7,68"
"Prawo Bronxu " "(1993)" "/film/Prawo+Bronxu-1993-1031" " 66 873 oceny " "7,67"
"W g³owie siê nie mieœci " "(2015)" "/film/W+g%C5%82owie+si%C4%99+nie+mie%C5%9Bci-2015-682170" " 207 198 ocen " "7,67"
"Poszukiwacze zaginionej Arki " "(1981)" "/film/Poszukiwacze+zaginionej+Arki-1981-1216" " 260 006 ocen " "7,67"
"Gadaj¹ce g³owy " "(1980)" "/film/Gadaj%C4%85ce+g%C5%82owy-1980-35461" " 40 283 oceny " "7,67"
"Sam " "(2001)" "/film/Sam-2001-32021" " 85 443 oceny " "7,67"
"Thor: Ragnarok " "(2017)" "/film/Thor%3A+Ragnarok-2017-707970" " 157 543 oceny " "7,67"
"Trener " "(2005)" "/film/Trener-2005-121936" " 95 872 oceny " "7,66"
"Wielki Mike. The Blind Side " "(2009)" "/film/Wielki+Mike.+The+Blind+Side-2009-394398" " 141 232 oceny " "7,66"
"Ciekawy przypadek Benjamina Buttona " "(2008)" "/film/Ciekawy+przypadek+Benjamina+Buttona-2008-123383" " 484 996 ocen " "7,66"
"Piraci z Karaibów: Na krañcu œwiata " "(2007)" "/film/Piraci+z+Karaib%C3%B3w%3A+Na+kra%C5%84cu+%C5%9Bwiata-2007-121760" " 376 487 ocen " "7,66"
"Rocky " "(1976)" "/film/Rocky-1976-9190" " 187 262 oceny " "7,66"
"W imiê ojca " "(1993)" "/film/W+imi%C4%99+ojca-1993-1231" " 43 357 ocen " "7,66"
"¯ycie za ¿ycie " "(2003)" "/film/%C5%BBycie+za+%C5%BCycie-2003-33128" " 103 521 ocen " "7,66"
"Cudowny ch³opak " "(2017)" "/film/Cudowny+ch%C5%82opak-2017-776387" " 105 910 ocen " "7,66"
"Imiê ró¿y " "(1986)" "/film/Imi%C4%99+r%C3%B3%C5%BCy-1986-1319" " 168 767 ocen " "7,66"
"Sekrety morza " "(2014)" "/film/Sekrety+morza-2014-622476" " 34 392 oceny " "7,65"
"D³ug " "(1999)" "/film/D%C5%82ug-1999-781" " 145 139 ocen " "7,65"
"Donnie Darko " "(2001)" "/film/Donnie+Darko-2001-5158" " 200 601 ocen " "7,65"
"Kapitan Phillips " "(2013)" "/film/Kapitan+Phillips-2013-643366" " 201 745 ocen " "7,65"
"Wywiad z wampirem " "(1994)" "/film/Wywiad+z+wampirem-1994-1002" " 294 887 ocen " "7,65"
"Chinatown " "(1974)" "/film/Chinatown-1974-1027" " 62 798 ocen " "7,65"
"Tañcz¹cy z wilkami " "(1990)" "/film/Ta%C5%84cz%C4%85cy+z+wilkami-1990-1257" " 111 519 ocen " "7,65"
"Dziewczyna z tatua¿em " "(2011)" "/film/Dziewczyna+z+tatua%C5%BCem-2011-565637" " 311 112 ocen " "7,65"
"Ip Man " "(2008)" "/film/Ip+Man-2008-481898" " 69 872 oceny " "7,64"
"Pewnego razu na Dzikim Zachodzie " "(1968)" "/film/Pewnego+razu+na+Dzikim+Zachodzie-1968-4406" " 44 538 ocen " "7,64"
"Indiana Jones i ostatnia krucjata " "(1989)" "/film/Indiana+Jones+i+ostatnia+krucjata-1989-1213" " 237 704 oceny " "7,64"
"Ghost in the Shell " "(1995)" "/film/Ghost+in+the+Shell-1995-31866" " 63 521 ocen " "7,64"
"Jak wytresowaæ smoka 2 " "(2014)" "/film/Jak+wytresowa%C4%87+smoka+2-2014-574322" " 161 043 oceny " "7,64"
"Okno na podwórze " "(1954)" "/film/Okno+na+podw%C3%B3rze-1954-1324" " 55 433 oceny " "7,64"
"Mary i Max " "(2009)" "/film/Mary+i+Max-2009-479892" " 51 068 ocen " "7,64"
"Doktor Strangelove, lub jak przesta³em siê martwiæ i pokocha³em bombê " "(1964)" "/film/Doktor+Strangelove%2C+lub+jak+przesta%C5%82em+si%C4%99+martwi%C4%87+i+pokocha%C5%82em+bomb%C4%99-1964-5185" " 37 428 ocen " "7,64"
"Podejrzani " "(1995)" "/film/Podejrzani-1995-8727" " 92 363 oceny " "7,64"
"Kafarnaum " "(2018)" "/film/Kafarnaum-2018-807622" " 22 886 ocen " "7,63"
"£owca androidów " "(1982)" "/film/%C5%81owca+android%C3%B3w-1982-734" " 193 565 ocen " "7,63"
"Imperium S³oñca " "(1987)" "/film/Imperium+S%C5%82o%C5%84ca-1987-1221" " 91 409 ocen " "7,63"
"Czarny ³abêdŸ " "(2010)" "/film/Czarny+%C5%82ab%C4%99d%C5%BA-2010-526137" " 346 577 ocen " "7,63"
"Wielka Szóstka " "(2014)" "/film/Wielka+Sz%C3%B3stka-2014-685183" " 153 293 oceny " "7,63"
"Deszczowa piosenka " "(1952)" "/film/Deszczowa+piosenka-1952-30862" " 50 111 ocen " "7,63"
"2001: Odyseja kosmiczna " "(1968)" "/film/2001%3A+Odyseja+kosmiczna-1968-1458" " 128 735 ocen " "7,62"
"Doskona³y œwiat " "(1993)" "/film/Doskona%C5%82y+%C5%9Bwiat-1993-5166" " 78 713 ocen " "7,62"
"Rzeka tajemnic " "(2003)" "/film/Rzeka+tajemnic-2003-97112" " 162 772 oceny " "7,62"
"Harry Potter i wiêzieñ Azkabanu " "(2004)" "/film/Harry+Potter+i+wi%C4%99zie%C5%84+Azkabanu-2004-34282" " 391 898 ocen " "7,62"
"Przypadek " "(1981)" "/film/Przypadek-1981-897" " 38 379 ocen " "7,62"
"Bogowie ulicy " "(2012)" "/film/Bogowie+ulicy-2012-624792" " 133 402 oceny " "7,62"
"Ultimatum Bourne'a " "(2007)" "/film/Ultimatum+Bourne%27a-2007-188513" " 172 842 oceny " "7,62"
"Ray " "(2004)" "/film/Ray-2004-96506" " 51 650 ocen " "7,62"
"Wœciek³y Byk " "(1980)" "/film/W%C5%9Bciek%C5%82y+Byk-1980-1044" " 59 904 oceny " "7,62"
"Mulan " "(1998)" "/film/Mulan-1998-539" " 152 880 ocen " "7,62"
"9 kompania " "(2005)" "/film/9+kompania-2005-181525" " 97 698 ocen " "7,62"
"Nietykalni " "(1987)" "/film/Nietykalni-1987-1036" " 92 669 ocen " "7,61"
"Obdarowani " "(2017)" "/film/Obdarowani-2017-756152" " 79 092 oceny " "7,61"
"Uprowadzona " "(2008)" "/film/Uprowadzona-2008-401089" " 342 029 ocen " "7,61"
"Na no¿e " "(2019)" "/film/Na+no%C5%BCe-2019-816979" " 85 520 ocen " "7,61"
"Psy " "(1992)" "/film/Psy-1992-1142" " 198 865 ocen " "7,61"
"Rzymskie wakacje " "(1953)" "/film/Rzymskie+wakacje-1953-9308" " 58 223 oceny " "7,61"
"Joe Black " "(1998)" "/film/Joe+Black-1998-74" " 261 198 ocen " "7,61"
"Vabank " "(1981)" "/film/Vabank-1981-1146" " 148 462 oceny " "7,60"
"Ostatni samuraj " "(2003)" "/film/Ostatni+samuraj-2003-36447" " 267 283 oceny " "7,60"
"Dobrze siê k³amie w mi³ym towarzystwie " "(2016)" "/film/Dobrze+si%C4%99+k%C5%82amie+w+mi%C5%82ym+towarzystwie-2016-752725" " 158 863 oceny " "7,60"
"Hobbit: Niezwyk³a podró¿ " "(2012)" "/film/Hobbit%3A+Niezwyk%C5%82a+podr%C3%B3%C5%BC-2012-343217" " 378 520 ocen " "7,60"
"K-PAX " "(2001)" "/film/K-PAX-2001-31831" " 321 746 ocen " "7,60"
"Hannibal " "(2001)" "/film/Hannibal-2001-1502" " 340 817 ocen " "7,60"
"Persona " "(1966)" "/film/Persona-1966-31654" " 26 876 ocen " "7,59"
"Le Mans '66 " "(2019)" "/film/Le+Mans+%2766-2019-705791" " 45 726 ocen " "7,59"
"American Beauty " "(1999)" "/film/American+Beauty-1999-836" " 504 067 ocen " "7,59"
